1544429070	2	1	117429106	33
1544429072	4	4	117427377	27
1544429156	3	2	117421389	39
1544429178	2	3	117425084	10
1544429211	2	4	117429111	10
1544429255	3	3	117421778	52
1544429268	3	1	117429106	34
1544429295	2	4	117421103	39
1544429317	2	1	117428166	38
1544429345	1	2	117428888	79
1544429352	4	1	117429314	28
1544429365	5	1	117423771	42
1544429402	5	2	117429314	60
1544429413	2	4	117421778	20
1544429457	2	4	117429118	23
1544429523	4	3	117423771	34
1544429524	1	4	117428007	39
1544429528	5	1	117425905	37
1544429579	3	1	117428166	40
1544429614	2	2	117422267	42
1544429622	2	2	117428888	22
1544429629	5	1	117428158	34
1544429630	5	1	117428888	61
1544429632	5	1	117426390	35
1544429666	4	1	117423103	30
1544429672	4	3	117425905	0
1544429708	4	3	117429106	35
1544429727	5	2	117423103	48
1544429736	3	3	117425084	36
1544429745	3	2	117425071	25
1544429759	5	1	117424029	34
1544429776	2	3	117428155	34
1544429790	2	2	117420228	49
1544429812	2	3	117428755	35
1544429949	3	1	117424079	39
1544429954	1	2	117429527	57
1544429960	1	3	117422267	52
1544429979	4	3	117424029	40
1544430010	3	3	117428755	40
1544430093	1	3	117420228	49
1544430144	1	2	117428115	46
1544430214	2	3	117429527	7
1544430369	3	3	117423755	26
1544430613	4	3	117429119	30
1544430650	3	2	117428115	9
1544430732	2	4	117428162	37
1544430733	1	2	117428158	51
1544430884	1	1	117428007	43
1544430914	3	1	117428158	31
1544430919	5	1	117426068	38
1544430973	5	1	117427439	44
1544430981	3	2	117427702	15
1544430990	4	3	117426068	28
1544431005	3	3	117427660	32
1544431027	5	1	117421491	38
1544431037	2	1	117428717	28
1544431091	2	1	117428159	27
1544431129	4	3	117427439	34
1544431131	4	3	117421491	0
1544431133	4	1	117425376	20
1544431139	1	1	117421367	55
1544431150	1	2	117424506	55
1544431204	1	3	117426390	52
1544431201	5	2	117425376	8
1544431306	5	1	117424280	30
1544431348	3	1	117428159	0
1544431367	5	2	117427702	62
1544431388	3	2	117424506	38
1544431399	5	2	117428158	50
1544431440	5	1	117424139	32
1544431444	1	1	117424234	59
1544431517	2	4	117421367	38
1544431525	2	1	117429124	47
1544431532	5	1	117420946	42
1544431536	5	1	117429175	42
1544431536	1	3	117427377	52
1544431541	1	4	117428007	63
1544431545	3	2	117424234	50
1544431585	1	2	117427429	40
1544431612	4	3	117424139	25
1544431649	2	1	117428155	42
1544431649	1	2	117427377	55
1544431660	4	3	117420946	22
1544431670	2	1	117420991	19
1544431671	5	1	117428164	44
1544431676	5	1	117426322	36
1544431689	4	2	117429123	35
1544431705	2	1	117422693	58
1544431726	3	1	117427429	24
1544431739	4	1	117429204	27
1544431741	2	4	117428166	17
1544431744	4	3	117429175	36
1544431798	4	4	117426322	40
1544431809	4	1	117421267	25
1544431819	5	1	117422965	27
1544431818	3	1	117429124	39
1544431815	5	2	117429204	53
1544431846	3	1	117428155	15
1544431908	2	1	117429247	17
1544431906	2	2	117425102	21
1544431925	2	4	117427377	27
1544431940	3	3	117428513	54
1544431953	5	1	117429977	17
1544431961	3	4	117424280	54
1544431967	3	4	117428908	31
1544431998	5	1	117423500	17
1544432042	1	3	117422693	58
1544432049	1	1	117423693	66
1544432053	2	3	117424280	42
1544432066	2	2	117427475	43
1544432102	3	3	117429123	25
1544432110	4	3	117422965	35
1544432109	3	4	117428164	0
1544432120	3	2	117425084	24
1544432122	5	1	117429856	19
1544432137	5	1	117422352	28
1544432143	3	2	117425102	35
1544432143	4	3	117429977	48
1544432164	3	2	117427475	40
1544432193	1	4	117428513	42
1544432197	3	2	117423693	30
1544432228	4	3	117423500	38
1544432282	2	4	117429123	0
1544432314	2	3	117424451	59
1544432385	4	4	117429856	34
1544432392	4	3	117422352	0
1544432417	2	4	117420991	17
1544432450	3	3	117427979	16
1544432513	1	4	117428164	56
1544432530	2	1	117423587	11
1544432532	4	1	117420344	29
1544432584	3	3	117429084	20
1544432615	5	2	117420344	53
1544432623	5	1	117420991	22
1544432658	2	4	117428159	30
1544432704	1	1	117428164	46
1544432709	1	1	117428007	38
1544432725	2	1	117428162	37
1544432738	3	1	117428712	26
1544432758	5	1	117426655	20
1544432781	2	2	117427762	55
1544432794	1	4	117427979	57
1544432828	1	3	117423587	74
1544432836	3	3	117425084	3
1544432856	2	1	117427389	39
1544432859	3	1	117428164	25
1544432875	4	3	117420991	0
1544432881	2	2	117423864	6
1544432887	5	1	117427634	6
1544432890	2	2	117423864	2
1544432906	2	2	117426074	21
1544432920	3	4	117424399	40
1544432930	1	2	117425794	63
1544432958	4	2	117425633	32
1544432958	1	3	117429084	79
1544432960	5	2	117426572	48
1544432966	3	1	117428162	37
1544432990	1	2	117429307	37
1544433013	2	3	117428755	41
1544433055	4	3	117426655	0
1544433058	2	4	117425794	45
1544433063	4	1	117429128	25
1544433078	4	4	117427634	24
1544433082	3	3	117423755	23
1544433087	1	1	117421275	52
1544433090	5	1	117425234	23
1544433089	5	2	117425633	58
1544433093	1	2	117420686	65
1544433105	5	1	117426219	18
1544433147	2	1	117428470	58
1544433162	5	2	117428712	35
1544433165	2	1	117429111	29
1544433169	2	4	117424399	56
1544433174	3	1	117429307	19
1544433211	2	2	117423680	52
1544433245	3	4	117428155	0
1544433268	3	1	117423864	41
1544433270	3	1	117426074	36
1544433290	1	1	117424183	38
1544433293	5	1	117421652	18
1544433295	1	3	117427762	70
1544433313	1	4	117427389	57
1544433313	5	2	117428164	51
1544433344	4	3	117425234	0
1544433357	4	3	117426219	35
1544433375	2	3	117428155	37
1544433384	5	1	117420957	20
1544433385	2	1	117420496	55
1544433398	4	1	117429175	14
1544433414	5	1	117423809	14
1544433426	4	2	117429381	0
1544433436	2	4	117421275	42
1544433441	1	1	117428042	35
1544433446	4	1	117426182	32
1544433446	5	1	117420165	14
1544433455	2	4	117429128	36
1544433455	2	1	117428166	53
1544433491	1	4	117425050	65
1544433493	2	2	117420856	19
1544433547	4	3	117421652	34
1544433568	4	3	117420957	0
1544433587	3	1	117429111	28
1544433587	5	2	117426182	32
1544433600	3	2	117423680	35
1544433602	1	4	117428470	52
1544433636	3	2	117428042	31
1544433645	3	2	117424183	20
1544433652	3	1	117422545	14
1544433685	4	3	117423809	27
1544433697	4	3	117420165	33
1544433732	2	3	117428755	41
1544433756	5	1	117428158	19
1544433759	3	2	117428166	22
1544433767	1	4	117420496	51
1544433768	3	4	117424183	0
1544433796	4	2	117422925	27
1544433867	1	2	117429161	43
1544433879	4	1	117425050	24
1544433882	5	2	117422925	59
1544433884	2	2	117421660	40
1544433887	5	1	117425404	22
1544433915	1	3	117420856	60
1544433954	5	1	117422853	12
1544433973	3	1	117429161	30
1544433998	2	1	117421290	44
1544434011	5	1	117428528	6
1544434013	3	3	117423044	30
1544434037	2	4	117421359	28
1544434039	5	2	117425050	63
1544434049	4	3	117429111	43
1544434055	5	1	117428888	23
1544434063	2	2	117429497	25
1544434081	2	1	117429118	12
1544434087	1	3	117424183	58
1544434102	5	1	117427457	27
1544434121	5	2	117429381	60
1544434137	4	3	117425404	0
1544434135	3	2	117421660	11
1544434192	4	3	117422853	32
1544434203	4	3	117428528	33
1544434218	2	1	117425678	49
1544434247	3	1	117429118	35
1544434259	5	1	117428888	22
1544434287	2	4	117422322	38
1544434288	2	1	117424443	59
1544434289	1	3	117423044	51
1544434291	1	4	117421290	53
1544434304	3	1	117422481	26
1544434314	4	3	117428888	0
1544434340	3	4	117425084	35
1544434346	3	4	117423755	28
1544434347	3	4	117425084	20
1544434355	3	3	117428755	40
1544434357	3	4	117425084	51
1544434359	2	4	117428162	28
1544434362	5	1	117425084	18
1544434364	3	4	117427457	52
1544434396	3	1	117424443	19
1544434397	5	1	117423410	20
1544434425	1	4	117429497	56
1544434431	1	2	117423566	60
1544434436	1	1	117427790	67
1544434440	1	4	117428158	46
1544434440	5	1	117426140	13
1544434460	2	3	117427457	18
1544434463	1	2	117429111	49
1544434489	3	3	117428755	40
1544434491	1	1	117424183	63
1544434515	3	3	117427146	37
1544434553	5	1	117426599	26
1544434574	1	4	117425678	49
1544434584	3	2	117423566	47
1544434593	3	2	117429111	26
1544434597	3	1	117427790	26
1544434599	1	2	117423449	51
1544434604	3	2	117424183	36
1544434609	4	3	117429118	39
1544434617	5	1	117420127	38
1544434619	1	2	117425084	0
1544434622	4	3	117423410	39
1544434685	5	1	117421392	23
1544434709	5	1	117422481	20
1544434711	5	1	117428888	32
1544434718	2	1	117428159	39
1544434726	2	2	117428709	37
1544434730	4	1	117423727	38
1544434737	1	4	117427146	54
1544434750	1	2	117424591	52
1544434769	5	1	117426989	39
1544434778	4	1	117429112	21
1544434781	1	2	117428158	52
1544434795	5	2	117423727	54
1544434801	4	3	117426599	18
1544434830	4	3	117420127	32
1544434836	2	4	117423449	44
1544434862	2	1	117427429	29
1544434876	3	1	117428159	27
1544434889	5	1	117428164	22
1544434889	5	1	117428888	0
1544434891	5	1	117428888	30
1544434910	5	1	117427377	16
1544434920	1	3	117428709	62
1544434934	3	1	117428158	29
1544434937	4	4	117421392	34
1544434956	4	4	117422481	36
1544434973	4	3	117426989	27
1544434979	2	4	117427429	36
1544435035	5	1	117423795	16
1544435065	5	1	117428869	13
1544435082	3	2	117428115	23
1544435128	2	1	117428155	40
1544435127	4	4	117427377	39
1544435168	3	4	117428164	35
1544435173	2	4	117428166	34
1544435175	2	3	117428755	45
1544435189	2	4	117429112	29
1544435247	3	1	117428155	36
1544435258	4	3	117423795	49
1544435267	1	4	117426140	52
1544435277	4	3	117428869	43
1544435285	4	1	117428157	38
1544435292	2	3	117428755	37
1544435292	2	3	117424183	37
1544435315	4	1	117429105	25
1544435337	5	2	117428157	77
1544435346	1	1	117421042	38
1544435359	5	1	117421902	42
1544435373	2	4	117421359	52
1544435391	5	2	117428158	58
1544435408	1	4	117428164	55
1544435490	5	1	117423321	40
1544435492	5	1	117420620	36
1544435528	5	1	117425279	30
1544435547	1	1	117421416	40
1544435598	4	3	117421902	26
1544435613	4	1	117429121	31
1544435633	4	1	117423809	30
1544435705	2	3	117428755	63
1544435726	3	1	117421416	31
1544435736	4	3	117423074	43
1544435740	4	3	117423321	43
1544435774	4	3	117425279	34
1544435778	4	1	117423627	27
1544435787	3	3	117428755	52
1544435791	3	4	117429105	0
1544435797	3	3	117428755	51
1544435821	3	4	117429121	23
1544435821	5	2	117423627	74
1544435917	4	3	117422661	38
1544435940	2	4	117429105	33
1544435971	2	3	117428755	42
1544436032	2	1	117421367	31
1544436033	3	2	117420505	19
1544436090	2	3	117428755	52
1544436091	2	1	117425766	44
1544436101	2	4	117428159	44
1544436109	2	4	117429121	41
1544436110	1	2	117427377	55
1544436133	1	1	117428164	53
1544436224	5	1	117428296	39
1544436234	1	2	117420856	48
1544436240	1	2	117423500	52
1544436253	2	4	117422322	41
1544436260	3	3	117428755	29
1544436307	3	1	117427903	43
1544436332	1	4	117425766	52
1544436340	2	1	117428162	18
1544436346	1	4	117421367	16
1544436351	3	1	117427377	30
1544436356	3	1	117428164	19
1544436369	3	2	117423500	23
1544436374	2	4	117423566	45
1544436398	2	1	117429123	33
1544436418	4	3	117428296	10
1544436514	3	1	117429123	32
1544436550	1	2	117423074	58
1544436580	1	2	117425766	53
